,Title,Sector,Condition,Location,Type
465,(주)스마트스코어,상품기획·MD마케팅·광고·분석 외,"경력 2년↑
학력무관",서울 강남구,정규직
466,(주) KSSA,동영상·편집·코덱카메라·조명·미술,"경력 1년↑
학력무관",서울 강남구,정규직
467,맨파워코리아,총무·법무·사무경리·출납·결산,"신입 · 경력
학력무관",경북 구미시,계약직 · 아르바이트
468,아이글로벌리더 아카데미,외국어·번역·통역입시·보습·속셈학원,"경력 2년↑
대학교(4년)↑",서울 강서구,정규직
469,(주)쿠캣,고객센터·CSQA·CS강사·수퍼바이저,"2 ~ 5년
학력무관",서울 강남구,정규직
470,(주)에이치디벨로퍼,총무·법무·사무본사·관리·전산,"신입 · 경력
학력무관",서울 서초구,정규직
471,동호에이치알(주),인사·교육·노무헤드헌팅·노무·직업상담,"경력무관
학력무관",서울 강남구,정규직
472,주식회사 한울로지텍,물류·유통·운송중장비·화물,"경력무관
고졸↑",경기 시흥시,정규직
473,(주)조은사람,사무보조·문서작성TM·인바운드 외,"경력 2년↑
고졸↑",서울 중구,파견직
474,(주)와이티시스템,기계·기계설비,"경력 3년↑
학력무관",부산 사하구,정규직
475,(주)아메스코테스,섬유·의류·패션컨텐츠·사이트운영 외,"경력 2년↑
대학(2,3년)↑",서울 동대문구,정규직
476,밥영어전문학원,입시·보습·속셈학원,"경력무관
대학(2,3년)↑",부산 동래구,정규직 · 파트
477,가로세로한의원,간호조무사사무·원무·코디,"경력무관
학력무관",경기 안양시 동안구,정규직
478,(주)에스엘앤피,생산·제조·포장·조립,"경력무관
고졸↑",인천 동구,정규직
479,디자인치과교정과치과의원,의료기사,"경력무관
대학(2,3년)↑",부산 중구,정규직 · 계약직
480,(주)익스트러스,IT·솔루션영업,"신입 · 경력
학력무관",서울 구로구,정규직
481,콩지pot지,외식·식음료판매·매장관리,"경력무관
학력무관",서울 종로구,정규직
482,라이프앤어스(주),마케팅·광고·분석,"경력무관
대학(2,3년)↑",서울 강서구,정규직
483,(주)아이비파트너,상품기획·MD영업기획·관리·지원 외,"신입 · 경력
학력무관",서울 강남구,정규직
484,(주)크렐로,기획·전략·경영마케팅·광고·분석 외,"경력무관
대학교(4년)↑",서울 금천구,정규직
485,(주)제일메디칼코퍼레이션,총무·법무·사무생산·제조·포장·조립 외,"경력무관
대학교(4년)↑",서울 구로구,정규직
486,주식회사 체크멀,서버·네트워크·보안응용프로그램개발,"신입 · 경력
대학교(4년)↑",경기 성남시 분당구,정규직
487,(주)유엑스스토리,웹개발응용프로그램개발 외,"신입 · 경력
학력무관",서울 금천구,정규직
488,움찬의원,사무·원무·코디,"경력무관
학력무관",서울 강남구,정규직
489,㈜커리어텍,사무보조·문서작성외국어·번역·통역,"신입 · 경력
대학(2,3년)↑",경기 성남시 분당구,파견직
490,(주)맨파워그룹코리아,비서·안내·수행원사무보조·문서작성,"경력무관
대학(2,3년)↑",서울 강남구,계약직 · 파견직
491,마이필라테스,판매·매장관리,"경력무관
학력무관",경기 평택시,정규직 · 파트
492,주식회사 에이치오션에프앤씨,QA·CS강사·수퍼바이저연구소·R&D,"경력 1년↑
고졸↑",경기 화성시,정규직
493,(주)에스티아이,반도체·디스플레이·LCD생산·제조·포장·조립,"경력무관
학력무관",경기 파주시,정규직
494,제너럴지,웹마스터·QA·테스터웹디자인,"경력무관
학력무관",서울 양천구,정규직
495,(주)맨파워그룹코리아,경리·출납·결산사무보조·문서작성,"경력무관
고졸↑",서울 서초구,파견직
496,(주)대원아이엔지,생산·제조·포장·조립,"경력무관
고졸↑",경북 구미시,정규직
497,(주)메가센,사무보조·문서작성반도체·디스플레이·LCD 외,"신입 · 경력
학력무관",충남 천안시 동남구,정규직
498,아산상선(주),물류·유통·운송해외영업·무역영업 외,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직
499,이팩토리,상품기획·MD웹디자인,"경력무관
고졸↑",서울 양천구,정규직
500,(주)맨파워그룹코리아,판매·매장관리고객센터·CS,"경력 2년↑
학력무관",서울 강남구,정규직
501,(주)비전웍스,그래픽디자인·CG출판·편집디자인,"신입 · 경력
대학교(4년)↑",서울 성북구,계약직 · 인턴직
502,(주)디케이바이오,무역사무·수출입경리·출납·결산 외,"경력무관
학력무관",경기 성남시 분당구,정규직
503,아프로코리아(주),기계·기계설비전기·전자·제어 외,"경력 2년↑
대학(2,3년)↑",경기 군포시,정규직
504,공도스카이학원,입시·보습·속셈학원외국어·어학원,"경력무관
대학교(4년)↑",경기 안성시,정규직
505,(주)맨파워그룹코리아,TM·인바운드,"경력무관
고졸↑",서울 중구,파견직
506,광교아이티씨 통역스쿨,학습지·과외·방문입시·보습·속셈학원 외,"경력무관
대학(2,3년)↑",경기 수원시 영통구,정규직
507,정도산업,일반영업판매·매장관리,"경력무관
학력무관",대전 동구,정규직
508,주식회사 노바셀테크놀로지,바이오·제약·식품연구소·R&D,"경력무관
석사↑",경북 포항시 남구,정규직
509,홈플러스(주),요리·제빵사·영양사,"1 ~ 4년
고졸↑",서울전체,정규직
510,뷰티라운지의원,사무·원무·코디,"경력무관
학력무관",서울 송파구,정규직 · 계약직
511,(주)솔루더스,웹개발응용프로그램개발,"경력무관
대학(2,3년)↑",경기 용인시 수지구,정규직
512,(주)퍼스트인코리아,생산관리·품질관리생산·제조·포장·조립,"경력무관
학력무관",부산전체,정규직
513,이수현치과,의료기사,"1 ~ 10년
대학(2,3년)↑",울산 중구,정규직 · 아르바이트
514,(주)정우플랫폼,납품·배송·택배,"경력무관
학력무관",경북 경산시,정규직
515,(주)스마트스코어,기획·전략·경영서버·네트워크·보안 외,"경력
학력무관",서울 강남구,정규직
516,네기컴퍼니(주),요리·제빵사·영양사,"신입 · 경력
고졸↑",서울 강남구,정규직
517,㈜KTS솔루션스,보안·경호·안전안전·품질·검사·관리,"경력무관
학력무관",충남 당진시,계약직
518,브릴린의원,미용·피부관리·애견의료기타직,"경력무관
학력무관",서울 강남구,정규직
519,남동탄ECC어학원,학원관리·운영·상담외국어·어학원,"경력 5년↑
대학교(4년)↑",경기 성남시,정규직 · 전임
520,코나엠 주식회사,기계·기계설비생산관리·품질관리 외,"경력무관
학력무관",충북 진천군,정규직
521,(주)천일엘앤디,물류·유통·운송,"3 ~ 5년
대학(2,3년)↑",대구 달성군,정규직
522,(주)더엘컴퍼니,그래픽디자인·CG제품·산업디자인 외,"3 ~ 6년
대학(2,3년)↑",경기 고양시 일산동구,정규직
523,정평공인중개사사무소,부동산·개발·경매·분양,"경력무관
학력무관",서울 관악구,프리랜서
524,(주)자유로운소프트,웹개발,"경력 2년↑
학력무관",서울 금천구,정규직 · 계약직
525,(주)법률방송,기자,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직
526,(주)하나기획,일반영업광고영업 외,"경력무관
대학(2,3년)↑",경남 창원시,계약직 · 인턴직
527,(주)중앙제이유엠피,총무·법무·사무경리·출납·결산 외,"경력무관
학력무관",서울 마포구,계약직 · 파견직
528,(주)씨앤씨라이트웨이,기술영업영업기획·관리·지원,"경력무관
대학(2,3년)↑",서울 서초구,정규직
529,한가람원예자재,구매·자재·재고,"경력무관
학력무관",경기 안양시 만안구,정규직
530,(주) 더 샵,기계·기계설비생산관리·품질관리 외,"경력무관
학력무관",대구 달서구,정규직
531,랩인컴퍼니,마케팅·광고·분석광고영업,"경력무관
대학(2,3년)↑",서울 금천구,정규직
532,(주)놀부,생산관리·품질관리생산·제조·포장·조립 외,"신입 · 경력
학력무관",충북 음성군,정규직
533,(주)키스템프,사무보조·문서작성서버·네트워크·보안 외,"경력무관
대학(2,3년)↑",인천 서구,계약직 · 파견직
534,(주)에쓰와이프랜차이즈,마케팅·광고·분석,"경력 5년↑
학력무관",서울 송파구,정규직
535,비씨이엔지,전기·전자·제어,"경력무관
학력무관",전남 영암군,정규직
536,(주)삼구아이앤씨,중장비·화물기계·기계설비 외,"경력무관
학력무관",경남 창원시,계약직
537,서울상무정형외과의원,간호조무사,"경력무관
학력무관",광주 서구,정규직
538,(주)비엠크리에이티브컴퍼니,마케팅·광고·분석광고영업 외,"경력 1년↑
학력무관",서울 강남구,정규직
539,(주)시우마케팅,컨텐츠·사이트운영동영상·편집·코덱 외,"신입 · 경력
학력무관",경기 고양시 일산동구,정규직
540,(주)맨파워그룹코리아,사무보조·문서작성채권·보험·보상·심사,"경력 1년↑
대학교(4년)↑",서울 종로구,계약직 · 파견직
541,주식회사 보람테크,생산·제조·포장·조립,"경력무관
학력무관",경북 경산시,정규직 · 계약직
542,(주)수앤수메드,구매·자재·재고,"신입
대학교(4년)↑",경기 군포시,정규직
543,퓨어윌인터내셔널(유),일반영업,"신입 · 경력
학력무관",서울 강남구,정규직 · 계약직
544,(주)제이와이제이인터네셔널,상품기획·MD웹기획·PM,"경력 2년↑
대학(2,3년)↑",서울 성동구,정규직
545,브이비엘,상품기획·MD마케팅·광고·분석 외,"경력무관
학력무관",서울 영등포구,정규직
546,(주)네츄럴원,마케팅·광고·분석컨텐츠·사이트운영 외,"경력무관
학력무관",서울 도봉구,정규직
547,하나컨설팅,사회복지·요양·봉사,"경력 2년↑
대학(2,3년)↑",경기 남양주시,계약직
548,서울특별시 간호조무사회,경리·출납·결산,"신입 · 경력
학력무관",서울 용산구,계약직
549,(주)로이테크원,웹개발본사·관리·전산,"15 ~ 20년
대학(2,3년)↑",서울 구로구,정규직 · 계약직
550,디자인바이팔삼,건축·인테리어·설계,"1 ~ 3년
학력무관",부산 수영구,정규직 · 계약직
551,덕원상사(주),일반영업기술영업,"경력무관
학력무관",서울 강남구,정규직
552,맨파워코리아,중장비·화물,"경력무관
학력무관",경남 진주시,정규직 · 계약직
553,세무회계안암,회계·재무·세무·IR,"2 ~ 20년
고졸↑",서울 서초구,정규직
554,(주)이노앤엠,사무보조·문서작성마케팅·광고·분석 외,"신입 · 경력
고졸↑",서울 강남구,정규직
555,(사)한국건설경영연구원,총무·법무·사무경리·출납·결산,"경력무관
고졸↑",경기 성남시 분당구,정규직
556,디에프피(주),의류·패션·잡화디자인카메라·조명·미술 외,"경력무관
대학(2,3년)↑",서울 강남구,정규직 · 계약직
557,(주)맨파워그룹코리아,작가·시나리오기자 외,"경력무관
학력무관",서울 마포구,파견직
558,(주)한백손해사정법인,채권·보험·보상·심사,"경력 3년↑
대학교(4년)↑",서울 양천구,정규직
559,(주)유림산업,화학·에너지생산·제조·포장·조립,"신입
학력무관",경기 시흥시,정규직
560,(주)일진산업,금속·금형생산·제조·포장·조립 외,"신입
학력무관",경기 파주시,정규직
561,매씽에듀,마케팅·광고·분석학원관리·운영·상담 외,"경력무관
고졸↑",서울 노원구,계약직
562,에이피자산 주식회사,회계·재무·세무·IR,"경력 3년↑
대학교(4년)↑",서울 영등포구,정규직
563,(주)바이앱스,IT·솔루션영업영업기획·관리·지원 외,"신입
고졸↑",서울 금천구,정규직
564,에스앤제이헬스케어,레저·스포츠컨텐츠·사이트운영 외,"경력무관
대학(2,3년)↑",서울 강남구,정규직
565,미래인재에듀 주식회사,입시·보습·속셈학원,"신입 · 경력
대학교(4년)↑",서울 강남구,정규직 · 전임
566,헬레나 코리아,작가·시나리오,"경력무관
학력무관",서울 송파구,프리랜서
567,태광건설(주),경리·출납·결산,"3 ~ 10년
학력무관",인천 서구,정규직
568,(주) 쓰리뷰,일반영업IT·솔루션영업 외,"신입 · 경력
대학(2,3년)↑",경기 성남시 중원구,정규직
569,㈜대성엘텍,전기·전자·제어,"경력무관
학력무관",경기 평택시,정규직
570,(주)케이텍,기술영업기계·기계설비 외,"신입 · 경력
대학(2,3년)↑",인천 남동구,정규직
571,올릭스 주식회사,바이오·제약·식품,"경력무관
학력무관",경기 수원시 영통구,정규직
572,주식회사 선세이브,컨텐츠·사이트운영,"경력무관
학력무관",경기 안산시 단원구,정규직
573,(주)지산비엠피,현장·시공·감리·공무,"경력무관
학력무관",경기 용인시 처인구,정규직 · 계약직
574,(주)대교디앤에스,호텔·카지노·콘도판매·매장관리 외,"경력무관
학력무관",경기 가평군,정규직
575,(주)게릴라미디어,그래픽디자인·CG광고·시각디자인 외,"신입 · 경력
대학(2,3년)↑",서울 송파구,정규직
576,(주)다원교육,학원관리·운영·상담,"경력무관
학력무관",서울 강남구,정규직 · 계약직
577,(주)케이트프로덕션,방송연출·PD·감독,"1 ~ 3년
학력무관",서울 강남구,정규직 · 인턴직
578,(주)파인피코스메틱,연구소·R&D,"경력 3년↑
대학(2,3년)↑",인천 남동구,정규직
579,주식회사 이지원교육개발원,교육기획·교재학습지·과외·방문 외,"신입 · 경력
대학(2,3년)↑",경기 안산시 단원구,정규직
580,(주)제이펍,인쇄·출판·편집,"경력 3년↑
학력무관",경기 파주시,정규직
581,주식회사 바닐라브릿지,사무보조·문서작성웨딩·행사·이벤트 외,"경력무관
학력무관",서울 강남구,계약직
582,(주)코어플랜,웹개발,"경력무관
학력무관",경기 수원시 영통구,정규직
583,한국안전교육지원센터(주),홍보·PR·사보사무보조·문서작성 외,"신입 · 경력
고졸↑",서울 구로구,정규직
584,맨파워코리아,총무·법무·사무사무보조·문서작성 외,"신입 · 경력
대학(2,3년)↑",부산 강서구,계약직 · 파견직
585,(주)나우에스앤씨,물류·유통·운송경리·출납·결산 외,"경력무관
고졸↑",서울 마포구,계약직 · 인턴직
586,브리티쉬아메리칸토바코코리아(주),일반영업판매·매장관리,"신입 · 경력
학력무관",경기 하남시,계약직
587,(주)성은,마케팅·광고·분석컨텐츠·사이트운영 외,"경력무관
학력무관",서울 성동구,정규직
588,동호에이치알(주),금융·보험영업영업기획·관리·지원 외,"경력무관
고졸↑",경기 광명시,계약직
589,(주)소무디자인,건축·인테리어·설계,"신입 · 경력
대학(2,3년)↑",서울 서초구,정규직 · 계약직
590,(주)라엘코리아,일반영업,"경력 3년↑
대학교(4년)↑",서울 강남구,정규직
591,맨파워코리아,생산·제조·포장·조립,"경력무관
학력무관",경남 진주시,정규직
592,서로국어논술학원,초중고·특수학교,"신입 · 경력
대학교(4년)↑",경기 화성시,파트 · 전임
593,(주)도젠소프트,웹개발,"경력무관
대학(2,3년)↑",서울 서초구,정규직
594,(주)피처링,웹디자인,"경력 2년↑
대학(2,3년)↑",서울 금천구,정규직 · 계약직
595,(주)엔피코어,기획·전략·경영총무·법무·사무 외,"경력 1년↑
대학(2,3년)↑",서울 영등포구,정규직
596,(주)패스트뷰,광고·카피·CF방송연출·PD·감독,"3 ~ 5년
대학(2,3년)↑",서울 강남구,정규직 · 계약직
597,(주)자동차공학연구소,웹개발데이터베이스·DBA 외,"경력무관
대학(2,3년)↑",서울 성북구,정규직
598,주식회사 한울로지텍,전기·전자·제어생산관리·품질관리 외,"경력무관
고졸↑",경기 안산시 단원구,정규직
599,(주)맨파워그룹코리아,광고영업,"경력무관
학력무관",서울 관악구,파견직
600,콩지pot지,외식·식음료판매·매장관리,"경력무관
학력무관",서울 종로구,정규직
601,위 특허법률사무소,총무·법무·사무법률·특허·상표,"경력무관
대학교(4년)↑",서울 강남구,정규직
602,퍼스트바리스타제과제빵학원,요리·제빵사·영양사전문직업·IT강사,"신입 · 경력
고졸↑",경기 김포시,정규직 · 계약직
603,(주)클릭나라,컨텐츠·사이트운영웹디자인,"경력 1년↑
학력무관",서울 용산구,정규직
604,(주)푸르고바이오로직스,생산관리·품질관리생산·제조·포장·조립 외,"경력무관
학력무관",경기 성남시 중원구,정규직
605,(주)맨파워그룹코리아,경리·출납·결산사무보조·문서작성,"경력무관
고졸↑",서울 서초구,파견직
606,(주)보험세상보험대리점,경리·출납·결산보험심사과 외,"신입 · 경력
대학(2,3년)↑",서울 마포구,정규직
607,(주)포투,하드웨어·소프트웨어,"신입 · 경력
대학교(4년)↑",경기 군포시,정규직
608,(주)한국녹색건축연구소,디자인기타설계·CAD·CAM 외,"신입 · 경력
대학(2,3년)↑",경기 용인시 수지구,정규직
609,짬뽕지존일산점,외식·식음료,"경력 5년↑
학력무관",경기 고양시 일산동구,정규직
610,(주)한세렌탈,운전·기사AS·서비스·수리,"경력무관
고졸↑",경기 화성시,정규직
611,한샘리하우스 보네르대리점,건축·인테리어·설계,"경력무관
대학(2,3년)↑",경기 수원시 영통구,정규직
612,엘라까르떼(ella carte),광고·시각디자인,"3 ~ 10년
대학(2,3년)↑",서울 성동구,정규직
613,(주)크렐로,기획·전략·경영마케팅·광고·분석 외,"경력무관
대학교(4년)↑",서울 금천구,정규직
614,(주)키스템프,물류·유통·운송구매·자재·재고 외,"경력무관
대학(2,3년)↑",서울 송파구,파견직
615,㈜유니아텍스,영업기획·관리·지원섬유·의류·패션,"신입 · 경력
대학(2,3년)↑",서울 강남구,정규직
616,(주)웨딩쿨,웨딩·행사·이벤트,"신입 · 경력
학력무관",대구 중구,정규직
617,서가앤쿡이수점,외식·식음료,"경력무관
학력무관",서울 동작구,정규직 · 계약직
618,아세아종합건설,응용프로그램개발ERP·시스템분석·설계 외,"신입
대학교(4년)↑",경기 광주시,정규직
619,세무법인 송우 방배지점,경리·출납·결산,"신입 · 경력
학력무관",서울 서초구,정규직
620,(주)씨엠씨엘,전기·전자·제어연구소·R&D,"신입
대학(2,3년)↑",경기 용인시 처인구,정규직
621,(주)메이준생활건강,마케팅·광고·분석,"경력 5년↑
대학교(4년)↑",서울 광진구,정규직
622,마스크상사,사무보조·문서작성,"경력 3년↑
고졸↑",전북 전주시 덕진구,정규직
623,(주)에이엠피엠글로벌,홍보·PR·사보마케팅·광고·분석 외,"신입
대학(2,3년)↑",서울 금천구,정규직
624,(주)보듬컴퍼니,고객센터·CSQA·CS강사·수퍼바이저,"2 ~ 5년
학력무관",경기 남양주시,정규직
625,(주)엔피케이,화학·에너지,"경력무관
학력무관",경북 구미시,정규직
626,(주)정우테크,생산·제조·포장·조립,"경력무관
학력무관",경북 경산시,정규직
627,(주)씨앤씨코리아,사무보조·문서작성회계·재무·세무·IR,"경력무관
고졸↑",경기 파주시,정규직
628,수목원 원리영어 학원,외국어·어학원,"경력무관
대학교(4년)↑",울산 북구,정규직
629,(주)비에이치비건설,건축·인테리어·설계,"1 ~ 7년
고졸↑",대전 서구,정규직
630,보로노이(주),약사바이오·제약·식품 외,"경력무관
석사↑",인천 연수구,정규직
631,(주)비티아즈,고객센터·CS,"경력 1년↑
고졸↑",서울 마포구,정규직 · 계약직
632,(주)캣솔루션,일반영업IT·솔루션영업 외,"신입 · 경력
대학교(4년)↑",경기 광명시,정규직
633,(주)한국기업경영원,총무·법무·사무인사·교육·노무 외,"경력 1년↑
학력무관",경남 창원시,정규직
634,(주)얼웨이즈,마케팅·광고·분석광고영업,"경력무관
대학(2,3년)↑",서울 영등포구,정규직
635,주식회사 케이엘솔루션,반도체·디스플레이·LCD,"경력무관
학력무관",충남 천안시 서북구,정규직
636,(주)성원피앤에스,생산·제조·포장·조립,"경력무관
학력무관",경기 광주시,정규직
637,(주)라이크웹,웹기획·PM웹디자인,"경력
학력무관",서울 강남구,정규직
638,(재)이십일세기생명과학문화재단,입시·보습·속셈학원,"경력무관
대학교(4년)↑",서울 종로구,정규직
639,(주)블루데이타시스템즈,사무보조·문서작성TM·인바운드 외,"신입 · 경력
학력무관",서울 성동구,정규직 · 계약직
640,케이텍맨파워(주),영업기획·관리·지원건축·인테리어·설계 외,"경력 1년↑
대학교(4년)↑",충북 옥천군,정규직
641,디에비뉴의원,미용·피부관리·애견,"경력무관
학력무관",광주 서구,정규직
642,하나렌탈,AS·서비스·수리IT·솔루션영업 외,"경력무관
고졸↑",경기 평택시,정규직
643,세무법인가온,회계·재무·세무·IR,"4 ~ 5년
학력무관",경기 수원시 팔달구,정규직
644,(주)준컴퍼니,웹기획·PM웹디자인 외,"경력무관
대학(2,3년)↑",인천 부평구,정규직
645,한률경영자문,회계·재무·세무·IR세무·회계·CPA,"5 ~ 20년
학력무관",서울 강남구,정규직
646,(주)일양로지스,경리·출납·결산사무보조·문서작성 외,"신입
고졸↑",서울 마포구,정규직
647,디자인바이팔삼,건축·인테리어·설계,"1 ~ 3년
학력무관",부산 수영구,정규직 · 계약직
648,(주)맨파워그룹코리아,해외영업·무역영업영업기획·관리·지원,"경력 2년↑
학력무관",서울 용산구,계약직 · 파견직
649,(주)와이톤,홍보·PR·사보마케팅·광고·분석 외,"신입
대학교(4년)↑",서울 강남구,정규직
650,엠트리아이앤씨(주),그래픽디자인·CG제품·산업디자인 외,"신입 · 경력
대학(2,3년)↑",서울 마포구,계약직
651,(주)한창진공,기계·기계설비생산·제조·포장·조립,"신입
고졸↑",경남 김해시,정규직
652,씨아이지해운(주),기획·전략·경영경리·출납·결산,"3 ~ 7년
학력무관",서울 영등포구,정규직
653,(주)에프피앤코,물류·유통·운송구매·자재·재고 외,"경력무관
학력무관",경기 남양주시,정규직 · 인턴직
654,(주)아이엔지스토리,상품기획·MD판매·매장관리 외,"경력 3년↑
학력무관",부산 해운대구,정규직
655,(주)네오씨앤씨,물류·유통·운송,"경력무관
고졸↑",경기 안성시,정규직 · 계약직
656,엠비아이솔루션(주),웹개발데이터베이스·DBA,"경력 3년↑
학력무관",서울 마포구,정규직
657,(주)이지바이오,기획·전략·경영인사·교육·노무 외,"신입
대학(2,3년)↑",서울 강남구,정규직
658,(주)스탭플러스,AS·서비스·수리기계·기계설비 외,"경력무관
고졸↑",충남 서산시,정규직
659,㈜아이비에스,웹개발퍼블리싱·UI개발,"신입 · 경력
대학(2,3년)↑",경기 이천시,정규직 · 프리랜서
660,아토즈,전기·전자·제어응용프로그램개발 외,"경력무관
대학(2,3년)↑",경북 구미시,정규직
661,(주)맨파워그룹코리아,물류·유통·운송,"신입
대학교(4년)↑",경기 성남시 분당구,계약직 · 인턴직
662,(주)담종합건설,건축·인테리어·설계현장·시공·감리·공무 외,"경력무관
학력무관",서울 은평구,정규직
663,한국씨엠이엔지(주),토목·조경·도시·측량안전·품질·검사·관리,"신입 · 경력
대학(2,3년)↑",인천 부평구,정규직
664,㈜인화이엔지,기계·기계설비반도체·디스플레이·LCD,"신입
고졸↑",경기 평택시,정규직
665,(주)엔젤소프트,IT·솔루션영업고객센터·CS,"경력무관
학력무관",경기 수원시 영통구,정규직
666,(주)바로푸드,경리·출납·결산사무보조·문서작성 외,"경력무관
학력무관",부산 강서구,정규직
667,린쌤영어학원,입시·보습·속셈학원외국어·어학원,"경력무관
학력무관",경기 수원시 영통구,정규직 · 파트
668,(주)맨파워그룹코리아,총무·법무·사무경리·출납·결산 외,"경력무관
고졸↑",서울 송파구,계약직 · 파견직
669,휴메이드 주식회사,광고·시각디자인,"경력무관
고졸↑",대전 동구,정규직
670,(주)커넥소,마케팅·광고·분석영업기획·관리·지원,"경력 3년↑
대학(2,3년)↑",서울 송파구,정규직
671,(주)신성티케이,웹디자인,"경력무관
학력무관",서울 송파구,정규직
672,비엘엔에이치(주),인사·교육·노무,"신입 · 경력
대학교(4년)↑",서울 금천구,정규직
673,맨파워코리아,물류·유통·운송구매·자재·재고 외,"경력무관
학력무관",경남 창녕군,정규직
674,(주)패스트뷰,마케팅·광고·분석웹기획·PM 외,"신입 · 경력
대학(2,3년)↑",서울 강남구,정규직
675,(주)인투그래픽,출판·편집디자인캐릭터·만화·애니 외,"신입 · 경력
대학(2,3년)↑",서울 서초구,정규직
676,(주)한신,기계·기계설비전기·전자·제어 외,"경력
고졸↑",경기 시흥시,정규직
677,(주)아브로소프트코리아,웹개발,"경력 2년↑
대학(2,3년)↑",서울 마포구,정규직
678,(주) 더 샵,기계·기계설비생산관리·품질관리 외,"경력무관
학력무관",대구 달서구,정규직
679,해성마린(주),물류·유통·운송,"신입
대학교(4년)↑",서울 강남구,정규직
680,(주)에이원종합물류,물류·유통·운송,"경력 3년↑
고졸↑",경기 평택시,정규직
681,(주)맨파워그룹코리아,마케팅·광고·분석,"경력무관
대학(2,3년)↑",경기 성남시 분당구,계약직 · 파견직
682,(주)제이스톡,웹기획·PM,"경력무관
학력무관",서울 강남구,정규직 · 계약직
683,바른공인중개사사무소,부동산·개발·경매·분양,"경력무관
학력무관",광주 서구,정규직 · 계약직
684,브이스토리,컨텐츠·사이트운영응용프로그램개발 외,"경력무관
학력무관",경기 부천시,정규직
685,머슬퀸즈,마케팅·광고·분석의류·패션·잡화디자인,"경력무관
학력무관",서울 서초구,정규직
686,(주)케이디에스 디앤티,물류·유통·운송,"경력무관
고졸↑",경기 남양주시,정규직
687,(주)파인디지털,인공지능(AI)·빅데이터연구소·R&D,"신입 · 경력
석사↑",경기 성남시 분당구,정규직 · 병역특례
688,(주)블라블라이엔엠,해외영업·무역영업기획·전략·경영 외,"신입 · 경력
학력무관",서울 강남구,정규직
689,(주)코지마안마의자총판,판매·매장관리,"경력무관
학력무관",세종 세종특별자치시,정규직
690,(주)맨파워그룹코리아,물류·유통·운송,"경력무관
학력무관",인천 중구,계약직 · 아르바이트
691,(주)넥스트아이,전기·전자·제어응용프로그램개발 외,"신입 · 경력
대학(2,3년)↑",경기 안양시,정규직
692,(주)패스트뷰,상품기획·MD영업기획·관리·지원,"경력무관
대학(2,3년)↑",서울 강남구,정규직
693,(주)세이프시티,현장·시공·감리·공무,"경력무관
학력무관",경기 화성시,정규직
694,(주)네츄럴원,마케팅·광고·분석컨텐츠·사이트운영 외,"경력무관
학력무관",서울 도봉구,정규직
695,㈜맥엔드엠이씨,설계·CAD·CAM전기·소방·통신·설비,"경력 3년↑
대학(2,3년)↑",서울 구로구,정규직
696,(주)티피엠엔,기획·전략·경영웹개발 외,"2 ~ 20년
대학(2,3년)↑",서울 강남구,정규직
697,(주)위즈컴바인,생산관리·품질관리반도체·디스플레이·LCD 외,"경력무관
학력무관",경기 평택시,정규직
698,(주)앤드앤,전시·공간디자인영업기획·관리·지원,"경력무관
대학(2,3년)↑",서울 강남구,정규직
699,에이스 에듀,동영상·편집·코덱,"3 ~ 15년
대학(2,3년)↑",서울 강남구,계약직
700,(주)이바이컴퍼니,총무·법무·사무TM·인바운드 외,"경력무관
학력무관",서울 강남구,정규직
701,고요지코코리아(주),구매·자재·재고사무보조·문서작성 외,"경력무관
대학(2,3년)↑",경기 평택시,정규직
702,인량,요리·제빵사·영양사,"경력 1년↑
학력무관",서울 강남구,정규직
703,레누스로지스틱스코리아(유),물류·유통·운송해외영업·무역영업,"경력 4년↑
대학교(4년)↑",서울 마포구,정규직
704,(주)큐어팜텍,총무·법무·사무연구소·R&D 외,"경력무관
학력무관",경기 파주시,정규직
705,한국컴퓨터지주(주),총무·법무·사무경리·출납·결산,"경력무관
대학(2,3년)↑",서울 종로구,정규직
706,(주)동인바이오텍,물류·유통·운송구매·자재·재고,"경력무관
학력무관",서울 송파구,정규직
707,맨파워코리아,총무·법무·사무경리·출납·결산 외,"경력무관
대학(2,3년)↑",경기 화성시,계약직 · 파견직
708,(주)위즈컴바인,생산관리·품질관리반도체·디스플레이·LCD 외,"경력무관
학력무관",경기 평택시,정규직
709,(주)제이엠씨,기계·기계설비,"신입 · 경력
고졸↑",경기 시흥시,정규직
710,(주)킹스코,경리·출납·결산회계·재무·세무·IR,"신입 · 경력
대학(2,3년)↑",서울 송파구,정규직
711,(주)끌리메,미용·피부관리·애견,"경력무관
학력무관",서울 강남구,정규직
712,(주)한국에프에스,웹개발웹디자인 외,"경력무관
학력무관",서울 중랑구,정규직
713,밝은희망안과의원,사무·원무·코디,"경력무관
대학(2,3년)↑",서울 중랑구,정규직
714,주식회사 패리에트,웹기획·PM컨텐츠·사이트운영,"신입 · 경력
대학(2,3년)↑",서울 강남구,정규직
715,(주)피플앤푸드,외식·식음료요리·제빵사·영양사,"경력무관
학력무관",부산 수영구,정규직 · 계약직
716,숨은그림성형외과,간호조무사,"경력무관
고졸↑",대전 서구,정규직
717,제이아이종합건설(주),현장·시공·감리·공무,"경력무관
고졸↑",광주 서구,정규직
